Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2007","An","4834000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2008","An","4714000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2009","An","4540000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2010","An","4460000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2011","An","4441000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2012","An","4481000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2013","An","4885000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2014","An","4815000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2015","An","4739000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2016","An","4866000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2017","An","4969000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2018","An","5055000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2019","An","5078000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2020","An","5055000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2021","An","5323000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2022","An","5220443"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Swine / pigs","2023","An","4683319"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","1995","An","58200500"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","1996","An","56123800"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","1997","An","61157700"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","1998","An","62203500"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","1999","An","59335300"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2000","An","59110300"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2001","An","59721600"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2002","An","59554200"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2003","An","60453200"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2004","An","60443700"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2005","An","60975000"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2006","An","61448900"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2007","An","62515800"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2008","An","68176800"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2009","An","64887200"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2010","An","64925000"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2011","An","66360800"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2012","An","66224000"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2013","An","64774600"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2014","An","67776300"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2015","An","68919300"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2016","An","71345400"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2017","An","73144900"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2018","An","75070200"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2019","An","78227600"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2020","An","77312000"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2021","An","74606100"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2022","An","74955500"
"Crops and livestock products","United States of America","Stocks","Swine / pigs","2023","An","75816300"
