Domain,Reporter Countries,Partner Countries,Element,Item,Year,Unit,Value
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2001","An","23027"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2002","An","69204"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2003","An","62567"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2004","An","47829"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2005","An","70015"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2006","An","72807"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2007","An","186689"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2008","An","198730"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2009","An","333826"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2010","An","357786"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2011","An","358870"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2012","An","329138"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2013","An","287564"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2014","An","452801"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2015","An","644944"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2016","An","693611"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2017","An","723180"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2018","An","751207"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2019","An","685398"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2020","An","644515"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2021","An","605490"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2022","An","719026"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2014","t","13493.7"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2015","t","18780"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2016","t","19710.54"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2017","t","20685.18"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2018","t","21675.07"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2019","t","18697.64"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2020","t","18431.45"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2021","t","16488.55"
"Detailed trade matrix","Denmark","Italy","Export Quantity","Swine / pigs","2022","t","20285.16"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","1995","An","18"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","1999","An","3"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2006","An","6"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2008","An","40"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2009","An","38"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2010","An","94"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2011","An","666"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2012","An","232"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2013","An","510"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2014","An","364"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2015","An","69"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2016","An","215"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2017","An","254"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2018","An","126"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2019","An","66"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2020","An","1934"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2021","An","90"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2022","An","168"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2014","t","8.5"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2015","t","4.8"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2016","t","12.29"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2017","t","14.63"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2018","t","8.67"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2019","t","3.59"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2020","t","56.3"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2021","t","2.5"
"Detailed trade matrix","Denmark","Japan","Export Quantity","Swine / pigs","2022","t","5.79"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","1998","An","250"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2015","An","27"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2016","An","95"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2017","An","91"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2018","An","100"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2019","An","48"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2020","An","155"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2021","An","264"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2022","An","261"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2015","t","0.7"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2016","t","9.7"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2017","t","5"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2018","t","5.6"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2019","t","2.98"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2020","t","7.75"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2021","t","10.24"
"Detailed trade matrix","Denmark","Mexico","Export Quantity","Swine / pigs","2022","t","10.16"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","1995","An","18166"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","1996","An","29461"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","1997","An","64613"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","1998","An","80392"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","1999","An","43007"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2000","An","79880"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2001","An","31136"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2002","An","32807"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2003","An","12755"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2004","An","26664"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2005","An","131568"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2006","An","81576"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2007","An","139803"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2008","An","213463"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2009","An","216118"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2010","An","117062"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2011","An","87429"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2012","An","142566"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2013","An","120432"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2014","An","259017"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2015","An","225529"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2016","An","363644"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2017","An","476240"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2018","An","458581"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2019","An","536990"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2020","An","584332"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2021","An","512752"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2022","An","417910"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2014","t","7949.3"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2015","t","6622"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2016","t","9511.85"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2017","t","12598.36"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2018","t","12408.04"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2019","t","13974.22"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2020","t","12391.05"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2021","t","11969.99"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Swine / pigs","2022","t","10052.98"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","1995","An","319"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","1996","An","60"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","1997","An","304"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","1998","An","61"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","1999","An","78"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2000","An","756"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2001","An","120"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2002","An","141"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2003","An","225"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2004","An","402"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2005","An","48"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2006","An","68"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2007","An","82"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2008","An","96"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2009","An","187"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2010","An","2547"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2011","An","14427"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2012","An","2140"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2013","An","1140"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2014","An","423"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2015","An","228"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2016","An","781"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2017","An","629"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2018","An","1852"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2019","An","1704"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2020","An","907"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2021","An","9927"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2022","An","3295"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2014","t","23.2"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2015","t","13.4"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2016","t","14.18"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2017","t","146.56"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2018","t","275.78"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2019","t","276.35"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2020","t","66.58"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2021","t","104.52"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Swine / pigs","2022","t","127"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","1995","An","12"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","1996","An","75"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","1997","An","793"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","1998","An","165"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","1999","An","202"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2000","An","742"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2001","An","142"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2002","An","3263"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2003","An","4649"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2004","An","3672"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2005","An","275"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2006","An","1763"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2007","An","543"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2008","An","791"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2009","An","3471"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2010","An","2590"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2011","An","2707"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2012","An","1152"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2013","An","1538"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2014","An","2483"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2015","An","2170"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2016","An","4768"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2017","An","5100"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2018","An","4965"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2019","An","22345"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2020","An","29484"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2021","An","859"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2022","An","1043"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2014","t","207.1"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2015","t","163.1"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2016","t","190.13"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2017","t","608.72"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2018","t","874.09"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2019","t","1973.79"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2020","t","1952.34"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2021","t","27.78"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Swine / pigs","2022","t","37.59"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","1995","An","1213"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","1996","An","87"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","1997","An","1128"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","1998","An","178"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","2000","An","724"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","2001","An","90"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","2002","An","346"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Swine / pigs","2003","An","100"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","1996","An","206"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","1997","An","15"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","1998","An","319"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","1999","An","199"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2000","An","191"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2001","An","18"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2002","An","965"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2003","An","218"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2004","An","484"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2005","An","69"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2007","An","150"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2008","An","20"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2009","An","10"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2010","An","120"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2011","An","22"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2015","An","8"
"Detailed trade matrix","France","Canada","Export Quantity","Swine / pigs","2015","t","1.1"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","1998","An","86"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","1999","An","122"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2000","An","1220"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2002","An","288"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2005","An","314"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2009","An","1345"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2010","An","1117"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2011","An","1833"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2012","An","2977"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2013","An","3063"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2014","An","780"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2015","An","2542"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2016","An","913"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2017","An","3782"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2018","An","732"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2020","An","11015"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2021","An","6213"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2022","An","2750"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2014","t","46.8"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2015","t","172.3"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2016","t","50.22"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2017","t","254.2"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2018","t","44.37"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2020","t","786.21"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2021","t","594.45"
"Detailed trade matrix","France","China, mainland","Export Quantity","Swine / pigs","2022","t","278.97"
"Detailed trade matrix","France","Denmark","Export Quantity","Swine / pigs","1996","An","0"
"Detailed trade matrix","France","Denmark","Export Quantity","Swine / pigs","2002","An","1540"
"Detailed trade matrix","France","Denmark","Export Quantity","Swine / pigs","2019","An","506"
"Detailed trade matrix","France","Denmark","Export Quantity","Swine / pigs","2019","t","86.51"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2000","An","35"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2001","An","59"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2002","An","16"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2003","An","53"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2004","An","59"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2005","An","16"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2007","An","35"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2008","An","40"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2009","An","34"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2010","An","42"
"Detailed trade matrix","France","France","Export Quantity","Swine / pigs","2011","An","3"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","1995","An","110905"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","1996","An","64849"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","1997","An","83133"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","1998","An","105559"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","1999","An","52038"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2000","An","67992"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2001","An","93128"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2002","An","73400"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2003","An","59471"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2004","An","59768"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2005","An","71876"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2006","An","96141"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2007","An","95396"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2008","An","105372"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2009","An","87168"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2010","An","73176"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2011","An","82853"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2012","An","58079"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2013","An","53768"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2014","An","55911"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2015","An","55667"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2016","An","64263"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2017","An","71232"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2018","An","72902"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2019","An","59425"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2020","An","57722"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2021","An","22642"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2022","An","14251"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2014","t","7116.2"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2015","t","7381.4"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2016","t","8809.59"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2017","t","9626.19"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2018","t","10272.52"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2019","t","8321.3"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2020","t","7733.35"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2021","t","3031.18"
"Detailed trade matrix","France","Italy","Export Quantity","Swine / pigs","2022","t","1790.23"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","1999","An","12"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2004","An","9"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2007","An","1"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2008","An","45"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2014","An","20"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2015","An","43"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2016","An","43"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2017","An","3"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2019","An","50"
"Detailed trade matrix","France","Japan","Export Quantity","Swine / pigs","2020","An","50"
