Domain,Area,Element,Item,Year,Unit,Value
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","1997","1000 No","22229.506"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","1998","1000 No","22260.806"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","1999","1000 No","22284.325"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2000","1000 No","22297.793"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2001","1000 No","22248.58"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2002","1000 No","22165.676"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2003","1000 No","22071.506"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2004","1000 No","21962.05"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2005","1000 No","21837.813"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2006","1000 No","21694.98"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2007","1000 No","21537.953"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2008","1000 No","21377.504"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2009","1000 No","21229.6"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2010","1000 No","21101.166"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2011","1000 No","20993.291"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2012","1000 No","20899.302"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2013","1000 No","20818.043"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2014","1000 No","20738.821"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2015","1000 No","20654.742"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2016","1000 No","20566.91"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2017","1000 No","20473.563"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2018","1000 No","20362.183"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2019","1000 No","20217.893"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2020","1000 No","20032.305"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2021","1000 No","19802.431"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2022","1000 No","19535.783"
"Annual population","Türkiye","Rural population","Population - Est. & Proj.","2023","1000 No","19247.459"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","1995","1000 No","12550.805"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","1996","1000 No","12554.541"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","1997","1000 No","12560.706"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","1998","1000 No","12568.457"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","1999","1000 No","12576.795"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2000","1000 No","12585.414"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2001","1000 No","12568.459"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2002","1000 No","12435.493"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2003","1000 No","12309.693"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2004","1000 No","12198.913"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2005","1000 No","12108.499"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2006","1000 No","12039.836"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2007","1000 No","11988.805"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2008","1000 No","11945.543"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2009","1000 No","11898.094"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2010","1000 No","11837.146"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2011","1000 No","11760.347"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2012","1000 No","11669.597"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2013","1000 No","11569.344"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2014","1000 No","11465.34"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2015","1000 No","11361.769"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2016","1000 No","11259.199"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2017","1000 No","11156.164"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2018","1000 No","11052.278"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2019","1000 No","10946.74"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2020","1000 No","10839.028"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2021","1000 No","10729.342"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2022","1000 No","10618.119"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Rural population","Population - Est. & Proj.","2023","1000 No","10505.374"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","1995","1000 No","60418.447"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","1996","1000 No","60116.332"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","1997","1000 No","59846.913"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","1998","1000 No","59579.37"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","1999","1000 No","59280.892"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2000","1000 No","59054.865"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2001","1000 No","59153.827"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2002","1000 No","59200.835"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2003","1000 No","59214.43"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2004","1000 No","59219.92"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2005","1000 No","59237.094"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2006","1000 No","59269.355"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2007","1000 No","59309.491"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2008","1000 No","59345.012"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2009","1000 No","59361.054"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2010","1000 No","59344.315"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2011","1000 No","59275.426"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2012","1000 No","59160.759"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2013","1000 No","59009.166"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2014","1000 No","58833.036"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2015","1000 No","58641.351"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2016","1000 No","58436.293"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2017","1000 No","58215.947"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2018","1000 No","57980.034"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2019","1000 No","57727.196"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2020","1000 No","57456.395"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2021","1000 No","57168.078"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2022","1000 No","56862.78"
"Annual population","United States of America","Rural population","Population - Est. & Proj.","2023","1000 No","56539.549"
