Domain,Area,Element,Item,Year,Unit,Value
"Annual population","Netherlands (Kingdom of the)","Total Population - Both sexes","Population - Est. & Proj.","2022","1000 No","17904.421"
"Annual population","Netherlands (Kingdom of the)","Total Population - Both sexes","Population - Est. & Proj.","2023","1000 No","18092.524"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","1995","1000 No","8826.302"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","1996","1000 No","8840.327"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","1997","1000 No","8845.524"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","1998","1000 No","8850.609"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","1999","1000 No","8857.686"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2000","1000 No","8872.101"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2001","1000 No","8896.022"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2002","1000 No","8925.047"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2003","1000 No","8958.431"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2004","1000 No","8993.808"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2005","1000 No","9029.771"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2006","1000 No","9080.623"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2007","1000 No","9148.274"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2008","1000 No","9219.9"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2009","1000 No","9298.74"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2010","1000 No","9378.232"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2011","1000 No","9449.259"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2012","1000 No","9519.487"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2013","1000 No","9600.62"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2014","1000 No","9696.433"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2015","1000 No","9799.481"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2016","1000 No","9923.28"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 No","10057.862"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2018","1000 No","10175.405"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2019","1000 No","10279.125"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2020","1000 No","10353.686"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2021","1000 No","10416.131"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2022","1000 No","10487.338"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2023","1000 No","10551.494"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","1995","1000 No","61024.502"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","1996","1000 No","61951.134"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","1997","1000 No","62852.966"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","1998","1000 No","63734.383"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","1999","1000 No","64591.923"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2000","1000 No","65425.962"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2001","1000 No","66245.128"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2002","1000 No","67048.795"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2003","1000 No","67831.73"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2004","1000 No","68592.617"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2005","1000 No","69329.557"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2006","1000 No","70045.349"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2007","1000 No","70750.586"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2008","1000 No","71562.338"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2009","1000 No","72464.848"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2010","1000 No","73346.769"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2011","1000 No","74215.203"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2012","1000 No","75197.199"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2013","1000 No","76403.031"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2014","1000 No","78036.154"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2015","1000 No","80014.226"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2016","1000 No","81652.088"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 No","83083.662"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2018","1000 No","84415.969"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2019","1000 No","85357.672"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2020","1000 No","86091.692"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2021","1000 No","86686.253"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2022","1000 No","87058.473"
"Annual population","Türkiye","Total Population - Both sexes","Population - Est. & Proj.","2023","1000 No","87270.501"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","1995","1000 No","58154.635"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","1996","1000 No","58298.565"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","1997","1000 No","58447.089"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","1998","1000 No","58626.82"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","1999","1000 No","58838.657"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2000","1000 No","59057.338"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2001","1000 No","59288.09"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2002","1000 No","59540.763"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2003","1000 No","59820.385"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2004","1000 No","60169.967"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2005","1000 No","60596.108"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2006","1000 No","61051.094"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2007","1000 No","61535.855"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2008","1000 No","62027.306"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2009","1000 No","62506.226"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2010","1000 No","63006.483"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2011","1000 No","63509.286"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2012","1000 No","63960.484"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2013","1000 No","64389.388"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2014","1000 No","64865.916"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2015","1000 No","65382.11"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2016","1000 No","65893.358"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 No","66354.471"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2018","1000 No","66752.475"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2019","1000 No","67110.958"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2020","1000 No","67351.861"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2021","1000 No","67668.792"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2022","1000 No","68179.315"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2023","1000 No","68682.962"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","1995","1000 No","268205.795"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","1996","1000 No","270860.696"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","1997","1000 No","273468.013"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","1998","1000 No","276119.333"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","1999","1000 No","278785.484"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2000","1000 No","281484.131"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2001","1000 No","284279.639"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2002","1000 No","287084.338"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2003","1000 No","289908.1"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2004","1000 No","292786.253"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2005","1000 No","295716.664"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2006","1000 No","298730.21"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2007","1000 No","301844.226"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2008","1000 No","304970.333"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2009","1000 No","308023.454"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2010","1000 No","311062.79"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2011","1000 No","314105.078"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2012","1000 No","317115.355"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2013","1000 No","320110.759"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2014","1000 No","323115.377"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2015","1000 No","326126.497"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2016","1000 No","329179.427"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 No","332204.66"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2018","1000 No","335056.497"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2019","1000 No","337790.067"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2020","1000 No","339436.159"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2021","1000 No","340161.441"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2022","1000 No","341534.045"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2023","1000 No","343477.335"
