Domain,Reporter Countries,Partner Countries,Element,Item,Year,Unit,Value
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2001","An","229277"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2002","An","40687"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2003","An","26054"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2004","An","24209"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2005","An","14558"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2006","An","3590"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2007","An","1088"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2008","An","422"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2009","An","8532"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2010","An","12815"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2011","An","18984"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2012","An","36518"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2013","An","36692"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2014","An","39596"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2015","An","33499"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2016","An","36641"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2017","An","21459"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2018","An","28216"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","An","40197"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2020","An","41212"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2021","An","27210"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2022","An","34019"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2014","t","4120.6"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2015","t","4189.7"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2016","t","2699.03"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2017","t","3637.63"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2018","t","4219.04"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","t","6302.3"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2020","t","5768.76"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2021","t","4736.03"
"Detailed trade matrix","Denmark","Netherlands (Kingdom of the)","Export Quantity","Cattle","2022","t","5647.29"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","1995","An","6"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","1996","An","8"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2002","An","25"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2005","An","19"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2010","An","1"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2012","An","479"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2013","An","712"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2014","An","358"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2015","An","167"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2016","An","379"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2017","An","473"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2018","An","196"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2019","An","557"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2020","An","31"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2021","An","47"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2022","An","1499"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2014","t","47"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2015","t","22.1"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2016","t","19.53"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2017","t","84.89"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2018","t","34.65"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2019","t","251.39"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2020","t","1.83"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2021","t","13.96"
"Detailed trade matrix","Denmark","Sweden","Export Quantity","Cattle","2022","t","273.66"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","1999","An","351"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2000","An","67"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2016","An","361"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2017","An","1489"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2018","An","1112"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2019","An","198"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2020","An","532"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2021","An","911"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2022","An","381"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2016","t","173.7"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2017","t","549.75"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2018","t","508.99"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2019","t","85.24"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2020","t","218.85"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2021","t","361.56"
"Detailed trade matrix","Denmark","Türkiye","Export Quantity","Cattle","2022","t","172.41"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1996","An","536"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1997","An","135"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1998","An","343"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1999","An","567"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2000","An","250"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2001","An","645"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2002","An","2094"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2003","An","3521"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2004","An","2169"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2005","An","2454"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2006","An","1534"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2007","An","609"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2008","An","228"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2009","An","193"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2010","An","170"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2011","An","263"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2012","An","468"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2013","An","2024"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2014","An","5462"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2015","An","3947"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2016","An","5867"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2017","An","7565"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2018","An","8320"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","An","8263"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","An","10427"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2021","An","2156"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2022","An","1575"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2014","t","2821"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2015","t","1984.8"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2016","t","904.79"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2017","t","1436.58"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2018","t","1555.23"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","t","1876.94"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","t","1982.02"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2021","t","931.66"
"Detailed trade matrix","Denmark","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2022","t","809.64"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Cattle","2022","An","1"
"Detailed trade matrix","Denmark","United States of America","Export Quantity","Cattle","2022","t","0"
"Detailed trade matrix","France","China, mainland","Export Quantity","Cattle","2014","An","5"
"Detailed trade matrix","France","China, mainland","Export Quantity","Cattle","2014","t","2.3"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","1995","An","9"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","1996","An","14"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","1997","An","168"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","1998","An","167"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","1999","An","21"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2000","An","1"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2002","An","13"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2003","An","10"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2004","An","1"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2005","An","33"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2006","An","32"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2007","An","9"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2008","An","20"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2009","An","3"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2010","An","22"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2011","An","7"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2012","An","11"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2014","An","14"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2015","An","10"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2016","An","11"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2017","An","18"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2018","An","8"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2019","An","3"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2020","An","4"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2021","An","2"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2022","An","2"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2014","t","7"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2015","t","3.9"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2016","t","5.12"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2017","t","9.8"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2018","t","4.55"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2019","t","1.13"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2020","t","1.85"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2021","t","1.6"
"Detailed trade matrix","France","Denmark","Export Quantity","Cattle","2022","t","1"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2000","An","40"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2001","An","42"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2002","An","17"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2003","An","4"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2004","An","24"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2005","An","5"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2006","An","4"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2009","An","2"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2010","An","2"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2011","An","2"
"Detailed trade matrix","France","France","Export Quantity","Cattle","2013","An","3"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","1995","An","1040530"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","1996","An","999762"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","1997","An","1016596"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","1998","An","1028965"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","1999","An","1056036"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2000","An","1024935"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2001","An","973347"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2002","An","1120595"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2003","An","1130440"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2004","An","1096054"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2005","An","1103672"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2006","An","1127947"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2007","An","1032122"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2008","An","963018"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2009","An","995423"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2010","An","1000104"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2011","An","1021343"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2012","An","947293"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2013","An","906112"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2014","An","856669"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2015","An","866425"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2016","An","926838"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2017","An","975907"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2018","An","960195"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2019","An","962420"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2020","An","984574"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2021","An","983493"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2022","An","938927"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2014","t","321378.6"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2015","t","318048.8"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2016","t","349171.73"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2017","t","362834.9"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2018","t","359539.32"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2019","t","360223.61"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2020","t","368392.85"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2021","t","365921.37"
"Detailed trade matrix","France","Italy","Export Quantity","Cattle","2022","t","347354.41"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","1995","An","30210"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","1996","An","27874"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","1997","An","46687"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","1998","An","41253"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","1999","An","41878"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2000","An","39004"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2001","An","24264"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2002","An","22431"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2003","An","32929"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2004","An","7115"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2005","An","2905"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2006","An","6174"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2007","An","15674"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2008","An","20579"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2009","An","1682"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2010","An","3318"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2011","An","3125"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2012","An","4101"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2013","An","5145"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2014","An","5412"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2015","An","8970"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2016","An","9830"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2017","An","11223"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2018","An","10046"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","An","13011"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2020","An","11721"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2021","An","16461"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2022","An","16244"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2014","t","2149.7"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2015","t","2921.1"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2016","t","4051.13"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2017","t","4628.25"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2018","t","4152.6"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","t","5461.28"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2020","t","4785.82"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2021","t","6299.91"
"Detailed trade matrix","France","Netherlands (Kingdom of the)","Export Quantity","Cattle","2022","t","5521.91"
"Detailed trade matrix","France","Sweden","Export Quantity","Cattle","1997","An","18"
"Detailed trade matrix","France","Sweden","Export Quantity","Cattle","1998","An","26"
"Detailed trade matrix","France","Sweden","Export Quantity","Cattle","2000","An","56"
"Detailed trade matrix","France","Sweden","Export Quantity","Cattle","2004","An","42"
"Detailed trade matrix","France","Sweden","Export Quantity","Cattle","2012","An","24"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","1995","An","31974"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","1996","An","7841"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2011","An","53655"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2012","An","88018"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2014","An","2367"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2015","An","81113"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2016","An","14510"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2018","An","420"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2014","t","642.3"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2015","t","23228.3"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2016","t","4283.47"
"Detailed trade matrix","France","Türkiye","Export Quantity","Cattle","2018","t","146.21"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1995","An","333"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1996","An","1132"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1997","An","796"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1998","An","506"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1999","An","1488"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2000","An","299"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2001","An","183"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2002","An","438"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2003","An","524"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2004","An","387"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2005","An","420"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2006","An","1230"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2007","An","560"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2008","An","830"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2009","An","942"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2010","An","1466"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2011","An","1402"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2012","An","1945"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2013","An","1472"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2014","An","1674"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2015","An","1686"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2016","An","2207"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2017","An","1932"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2018","An","443"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","An","114"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","An","129"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2021","An","1358"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2022","An","754"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2014","t","1087.5"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2015","t","1008.2"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2016","t","1274.2"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2017","t","1088.98"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2018","t","237.39"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","t","76.89"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","t","64.01"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2021","t","712.1"
"Detailed trade matrix","France","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2022","t","427.7"
"Detailed trade matrix","France","United States of America","Export Quantity","Cattle","1998","An","2"
"Detailed trade matrix","France","United States of America","Export Quantity","Cattle","2005","An","35"
"Detailed trade matrix","France","United States of America","Export Quantity","Cattle","2009","An","50"
"Detailed trade matrix","France","United States of America","Export Quantity","Cattle","2016","An","1"
"Detailed trade matrix","France","United States of America","Export Quantity","Cattle","2022","An","1"
"Detailed trade matrix","France","United States of America","Export Quantity","Cattle","2016","t","0.1"
"Detailed trade matrix","France","United States of America","Export Quantity","Cattle","2022","t","0"
"Detailed trade matrix","Italy","Denmark","Export Quantity","Cattle","1998","An","2"
"Detailed trade matrix","Italy","Denmark","Export Quantity","Cattle","2018","An","14"
"Detailed trade matrix","Italy","Denmark","Export Quantity","Cattle","2018","t","5.26"
"Detailed trade matrix","Italy","France","Export Quantity","Cattle","1995","An","6144"
"Detailed trade matrix","Italy","France","Export Quantity","Cattle","1996","An","21790"
"Detailed trade matrix","Italy","France","Export Quantity","Cattle","1997","An","37692"
"Detailed trade matrix","Italy","France","Export Quantity","Cattle","1998","An","59331"
"Detailed trade matrix","Italy","France","Export Quantity","Cattle","1999","An","59530"
"Detailed trade matrix","Italy","France","Export Quantity","Cattle","2000","An","17820"
